"","Course_id","name","department","units","meeting","instructor","rating"
"10852","751","Recital Document I - D.M.A.","MUHI","3","W 4:00 PM - 5:00 PM","Gary Previts","5.0"
"10853","751","Recital Document I - D.M.A.","MUHI","3","Tu 1:00 PM - 2:00 PM","Karen Braun","4.4"
"10854","753","Recital Document III-D.M.A.","MUHI","6","M 10:35 AM - 11:35 AM","Leon Blazey",NA
"10855","753","Recital Document III-D.M.A.","MUHI","6","M 3:20 PM - 4:20 PM","Leon Blazey",NA
"10856","753","Recital Document III-D.M.A.","MUHI","6","W 12:45 PM - 1:45 PM","Leon Blazey",NA
"10857","753","Recital Document III-D.M.A.","MUHI","6","W 9:00 AM - 10:00 AM","Gary Pillar",NA
"10858","753","Recital Document III-D.M.A.","MUHI","6","W 10:35 AM - 11:35 AM","Gary Pillar",NA
"10859","753","Recital Document III-D.M.A.","MUHI","6","M 9:00 AM - 10:00 AM","Anita Howard","3.0"
"10860","753","Recital Document III-D.M.A.","MUHI","6","M 10:35 AM - 11:35 AM","Anita Howard","3.0"
"10861","321","Chamber Music Literature","MULI","3","M 12:45 PM - 1:45 PM","Anita Howard","3.0"
"10862","322","Symphonic Literature","MULI","3","Tu 11:30 AM - 12:30 PM","Udayan Dhar",NA
"10863","307","Piano Practicum","MURP","1","Tu 2:30 PM - 3:30 PM","Udayan Dhar",NA
"10864","101","Keyboard Skills I","MUSP","1","Tu 4:00 PM - 5:00 PM","Udayan Dhar",NA
"10865","101","Keyboard Skills I","MUSP","1","TBA ","Staff",NA
"10866","102","Keyboard Skills II","MUSP","1","M 6:00 PM - 8:00 PM","Jennifer Johnson",NA
"10867","102","Keyboard Skills II","MUSP","1","W 6:00 PM - 9:00 PM","Jennifer Johnson",NA
"10868","102","Keyboard Skills II","MUSP","1","Th 6:00 PM - 9:00 PM","Jennifer Johnson",NA
"10869","102","Keyboard Skills II","MUSP","1","F 9:00 AM - 11:00 AM","Jennifer Johnson",NA
"10870","103","Keyboard Skills III","MUSP","1","F 9:00 AM - 11:00 AM","Jennifer Johnson",NA
"10871","103","Keyboard Skills III","MUSP","1","F 9:00 AM - 11:00 AM","Jennifer Johnson",NA
"10872","103","Keyboard Skills III","MUSP","1","F 9:00 AM - 11:00 AM","Jennifer Johnson",NA
"10873","104","Keyboard Skills IV","MUSP","1","F 9:00 AM - 11:00 AM","Jennifer Johnson",NA
"10874","104","Keyboard Skills IV","MUSP","1","F 9:00 AM - 11:00 AM","Jennifer Johnson",NA
"10875","102","Theory and Aural Skills II","MUTH","4","TBA ","Michael Goldberg",NA
"10876","102","Theory and Aural Skills II","MUTH","4","MTuWThFSaSu 7:00 AM - 8:00 AM","Michael Goldberg",NA
"10877","102","Theory and Aural Skills II","MUTH","4","MTuWThFSaSu 7:00 AM - 8:00 AM","Michael Goldberg",NA
"10878","102","Theory and Aural Skills II","MUTH","4","M 1:00 PM - 4:00 PM","Staff",NA
"10879","102","Theory and Aural Skills II","MUTH","4","TBA ","Kalle Lyytinen","3.3"
"10880","102","Theory and Aural Skills II","MUTH","4","TBA ","Pete Moore","4.0"
"10881","103","Theory I","MUTH","3","TBA ","Pete Moore","4.0"
"10882","104","Theory II","MUTH","3","TBA ","Pete Moore","4.0"
"10883","201","Theory and Aural Skills III","MUTH","4","TBA ","Pete Moore","4.0"
"10884","202","Harmony-Keyboard IV","MUTH","4","TBA ","Anthony Jack","4.2"
"10885","202","Harmony-Keyboard IV","MUTH","4","TBA ","Anthony Jack","4.2"
"10886","202","Harmony-Keyboard IV","MUTH","4","TBA ","Anthony Jack","4.2"
"10887","202","Harmony-Keyboard IV","MUTH","4","TBA ","Anthony Jack","4.2"
"10888","202","Harmony-Keyboard IV","MUTH","4","TBA ","Stephan Liozu",NA
"10889","311","16th Century Counterpoint","MUTH","2","TBA ","Stephan Liozu",NA
"10890","312","Eighteenth Century Counterpoint","MUTH","3","TBA ","Stephan Liozu",NA
"10891","319","Jazz Skills","MUTH","3","TBA ","Stephan Liozu",NA
"10892","320","Form and Analysis","MUTH","3","TBA ","Kalle Lyytinen","3.3"
"10893","395","Seminar in Music Theory","MUTH","3","TBA ","Kalle Lyytinen","3.3"
"10894","395","Seminar in Music Theory","MUTH","3","TBA ","Kalle Lyytinen","3.3"
"10895","395","Seminar in Music Theory","MUTH","3","TBA ","Kalle Lyytinen","3.3"
"10896","422","Musical Analysis for Educators","MUTH","3","Tu 3:00 PM - 5:00 PM","Paul Wille",NA
"10897","423","Analysis of Musical Styles","MUTH","3","Th 4:00 PM - 5:00 PM","Paul Wille",NA
"10898","435","Seminar in Molecular Biology/Microbiology","MVIR","1","Tu 8:00 AM - 9:00 AM","Diana Ramirez,Paul MacDonald",NA
"10899","450","Cells and Pathogens","MVIR","3","Tu 3:00 PM - 5:00 PM","Paul Wille",NA
"10900","601","Research","MVIR","18","Th 4:00 PM - 5:00 PM","Paul Wille",NA
"10901","601","Research","MVIR","18","W 1:00 PM - 1:50 PM","Cheryl Thompson",NA
"10902","601","Research","MVIR","18","TBA ","Cheryl Thompson",NA
"10903","601","Research","MVIR","18","TBA ","Paul MacDonald",NA
"10904","601","Research","MVIR","18","TuTh 4:00 PM - 5:15 PM","George Buchanan",NA
"10905","601","Research","MVIR","18","MW 9:00 AM - 10:15 AM","Somali Ghosh","4.3"
"10906","601","Research","MVIR","18","MW 10:35 AM - 11:50 AM","Somali Ghosh","4.3"
"10907","601","Research","MVIR","18","TuTh 1:00 PM - 2:15 PM","Robert Widing",NA
"10908","601","Research","MVIR","18","MW 10:35 AM - 11:50 AM","Rakesh Niraj",NA
"10909","601","Research","MVIR","18","MW 12:45 PM - 2:00 PM","Staff",NA
"10910","601","Research","MVIR","18","TuTh 10:00 AM - 11:15 AM","Somali Ghosh","4.3"
"10911","601","Research","MVIR","18","M 6:00 PM - 8:30 PM","Kevin Flynn","5.0"
"10912","701","Dissertation Ph.D.","MVIR","9","TuTh 1:00 PM - 2:15 PM","Fey Parrill","4.3"
"10913","701","Dissertation Ph.D.","MVIR","9","Tu 8:00 AM - 9:15 AM","Andrew Bischoff,John McCluskey",NA
"10914","701","Dissertation Ph.D.","MVIR","9","Tu 9:30 AM - 11:15 AM","Andrew Bischoff,John McCluskey",NA
"10915","701","Dissertation Ph.D.","MVIR","9","TBA ","Jonathan Smith",NA
"10916","701","Dissertation Ph.D.","MVIR","9","MTuWTh 9:00 AM - 11:00 AM","Jonathan Brown",NA
"10917","701","Dissertation Ph.D.","MVIR","9","MTuWTh 9:00 AM - 11:00 AM","Donal Luse",NA
"10918","701","Dissertation Ph.D.","MVIR","9","MTuWTh 9:00 AM - 11:00 AM","Jonathan Smith",NA
"10919","701","Dissertation Ph.D.","MVIR","9","MTuWTh 9:00 AM - 11:00 AM","Anna Valujskikh",NA
"10920","701","Dissertation Ph.D.","MVIR","9","F 8:30 AM - 9:30 AM","Jonathan Smith",NA
"10921","701","Dissertation Ph.D.","MVIR","9","TBA ","Philip Ahern",NA
"10922","701","Dissertation Ph.D.","MVIR","9","TBA ","Mohamed Abazeed",NA
"10923","701","Dissertation Ph.D.","MVIR","9","TBA ","Jonathan Brown",NA
"10924","701","Dissertation Ph.D.","MVIR","9","TBA ","Jonathan Smith",NA
"10925","701","Dissertation Ph.D.","MVIR","9","TBA ","Robert Fairchild",NA
"10926","402","Principles of Neural Science","NEUR","3","TBA ","Charis Eng",NA
"10927","415","Neuroscience Seminars","NEUR","1","TBA ","Brian Rubin",NA
"10928","419","Critical Thinking in Neuroscience","NEUR","3","TBA ","Antoine Louveau",NA
"10929","432","Current Topics in Vision Research","NEUR","3","TBA ","Jonathan Brown",NA
"10930","466","Cell Signaling","NEUR","3","TBA ","Brian Rubin,Jonathan Smith",NA
"10931","475","Protein Biophysics","NEUR","3","TBA ","Trine Jorgensen",NA
"10932","540","Advanced Topics in Neuroscience Ethics","NEUR","0","TBA ","Jonathan Brown",NA
"10933","601","Research in Neuroscience","NEUR","18","TBA ","Alex Yuan",NA
"10934","601","Research in Neuroscience","NEUR","18","TBA ","Bela Anand-Apte",NA
"10935","601","Research in Neuroscience","NEUR","18","TBA ","Christine McDonald",NA
"10936","601","Research in Neuroscience","NEUR","18","TBA ","Donna Driscoll",NA
"10937","601","Research in Neuroscience","NEUR","18","TBA ","Jonathan Smith,Riqiang Yan",NA
"10938","601","Research in Neuroscience","NEUR","18","TBA ","Justin Lathia",NA
"10939","601","Research in Neuroscience","NEUR","18","TBA ","Linda Graham",NA
"10940","601","Research in Neuroscience","NEUR","18","TBA ","Richard Padgett",NA
"10941","601","Research in Neuroscience","NEUR","18","TBA ","Jonathan Smith,Serpil Erzurum",NA
"10942","601","Research in Neuroscience","NEUR","18","TBA ","Ofer Reizes",NA
"10943","601","Research in Neuroscience","NEUR","18","TBA ","Laura Nagy",NA
"10944","601","Research in Neuroscience","NEUR","18","TBA ","Suneel Apte",NA
"10945","601","Research in Neuroscience","NEUR","18","TBA ","Bruce Lamb",NA
"10946","701","Dissertation Ph.D.","NEUR","9","TBA ","Olga Stenina",NA
"10947","701","Dissertation Ph.D.","NEUR","9","TBA ","Jonathan Smith",NA
"10948","701","Dissertation Ph.D.","NEUR","9","TBA ","Jan Jensen",NA
"10949","701","Dissertation Ph.D.","NEUR","9","TBA ","Thomas Egelhoff",NA
"10950","701","Dissertation Ph.D.","NEUR","9","TBA ","Feng Lin",NA
"10951","701","Dissertation Ph.D.","NEUR","9","TBA ","Stanley Hazen",NA
"10952","701","Dissertation Ph.D.","NEUR","9","TBA ","Yogen Sauntharajah",NA
"10953","701","Dissertation Ph.D.","NEUR","9","TBA ","Paul Park",NA
"10954","701","Dissertation Ph.D.","NEUR","9","TBA ","Peter Scacheri",NA
"10955","701","Dissertation Ph.D.","NEUR","9","TBA ","Jan Claesen",NA
"10956","701","Dissertation Ph.D.","NEUR","9","TBA ","Tara Desilva",NA
"10957","701","Dissertation Ph.D.","NEUR","9","TBA ","Anthony Wynshaw-Boris",NA
"10958","701","Dissertation Ph.D.","NEUR","9","TBA ","Charis Eng",NA
"10959","701","Dissertation Ph.D.","NEUR","9","TBA ","Mohamed Abazeed",NA
"10960","701","Dissertation Ph.D.","NEUR","9","TBA ","Jonathan Smith",NA
"10961","701","Dissertation Ph.D.","NEUR","9","TBA ","Christine O'Connor",NA
"10962","701","Dissertation Ph.D.","NEUR","9","TuTh 2:30 PM - 3:45 PM","Scott Frank","3.7"
"10963","200H","Case Cooks: Healthy Lifestyles","NTRN","1","Th 2:45 PM - 5:30 PM","Ethan Singer",NA
"10964","200H","Case Cooks: Healthy Lifestyles","NTRN","1","WF 10:30 AM - 12:00 PM","Andrew Curtis,Jacqueline Curtis",NA
"10965","200H","Case Cooks: Healthy Lifestyles","NTRN","1","Tu 5:30 PM - 8:00 PM","Karen Mulloy",NA
"10966","200H","Case Cooks: Healthy Lifestyles","NTRN","1","TuTh 1:00 PM - 2:15 PM","Thomas Love",NA
"10967","200H","Case Cooks: Healthy Lifestyles","NTRN","1","Th 9:00 AM - 11:30 AM","Andrew Morris,Sarah Koopman Gonzalez",NA
"10968","200H","Case Cooks: Healthy Lifestyles","NTRN","1","Tu 2:00 PM - 4:30 PM","Katherine Nagel",NA
"10969","200H","Case Cooks: Healthy Lifestyles","NTRN","1","MW 9:00 AM - 10:15 AM","Loretta Szczotka-Flynn",NA
"10970","200H","Case Cooks: Healthy Lifestyles","NTRN","1","Sa 9:00 AM - 4:30 PM","JB Silvers",NA
"10971","201","Nutrition","NTRN","3","Sa 9:00 AM - 4:30 PM","JB Silvers",NA
"10972","300","Healthy Lifestyles as Preventive Medicine","NTRN","3","Sa 9:00 AM - 4:30 PM","JB Silvers",NA
"10973","337","Nutrition Communication, Counseling and Behavior Change Strategies","NTRN","3","Sa 9:00 AM - 4:30 PM","JB Silvers",NA
"10974","338","Dietary Supplements","NTRN","3","Sa 10:30 AM - 4:30 PM","JB Silvers",NA
"10975","340","Global Food Systems: Environmental Issues, Sustainability, and Health","NTRN","3","Sa 9:00 AM - 5:00 PM","JB Silvers",NA
"10976","341","Food as Medicine: How what we eat influences how we feel, think, and our health status","NTRN","3","TBA ","Scott Frank","3.7"
"10977","343","Dietary Patterns","NTRN","3","TBA ","Sena Narendran",NA
"10978","351","Food Service Systems Management","NTRN","3","TBA ","Scott Frank","3.7"
"10979","364","Human Nutrition II: Vitamins","NTRN","3","TBA ","Jessica Berg","1.0"
"10980","365","Nutrition for the Prevention and Management of Disease: Pathophysiology","NTRN","4","TBA ","Andrew Morris,Katherine Nagel",NA
"10981","366","Nutrition for the Prevention and Management of Disease: Clinical Applications","NTRN","3","MTuWThF 8:00 AM - 4:30 PM","Justin Yax",NA
"10982","371","Special Problems","NTRN","3","Tu 12:00 PM - 1:00 PM","Andrew Morris",NA
"10983","371","Special Problems","NTRN","3","TBA ","Andrew Morris,Daniel Tisch,Ethan Singer",NA
"10984","371","Special Problems","NTRN","3","TBA ","Andrew Morris,Daniel Tisch,Peter Zimmerman",NA
"10985","388","Seminar in Sports Nutrition","NTRN","3","TBA ","Andrew Morris,Daniel Tisch,Katherine Nagel",NA
"10986","390","Undergraduate Research","NTRN","9","TBA ","Andrew Morris,Daniel Tisch,Erika Trapl",NA
"10987","390","Undergraduate Research","NTRN","9","TBA ","Andrew Morris,Daniel Tisch,Siran Koroukian-Hajinazarian",NA
"10988","390","Undergraduate Research","NTRN","9","TBA ","Amy Korsch,Andrew Morris,Angela Whidden,Kathi Overmier Gant",NA
"10989","390","Undergraduate Research","NTRN","9","Sa 8:30 AM - 3:30 PM","Melvin Smith",NA
"10990","390","Undergraduate Research","NTRN","9","TuW 9:00 AM - 5:00 PM","Christopher Laszlo",NA
"10991","390","Undergraduate Research","NTRN","9","WTh 9:00 AM - 11:00 AM","Ronald Fry",NA
"10992","390","Undergraduate Research","NTRN","9","F 9:00 AM - 5:00 PM","Ronald Fry",NA
"10993","390","Undergraduate Research","NTRN","9","ThF 9:00 AM - 5:00 PM","Harlow Cohen",NA
"10994","390","Undergraduate Research","NTRN","9","M 9:00 AM - 5:00 PM","Diana Bilimoria","3.0"
"10995","390","Undergraduate Research","NTRN","9","MTuSu 9:00 AM - 5:00 PM","Harlow Cohen",NA
"10996","390","Undergraduate Research","NTRN","9","Su 1:00 PM - 5:00 PM","Ronald Fry",NA
"10997","390","Undergraduate Research","NTRN","9","MTu 9:00 AM - 9:00 PM","Ronald Fry",NA
"10998","397","SAGES Capstone Proposal Seminar","NTRN","3","W 9:00 AM - 5:00 PM","Ronald Fry",NA
"10999","398","SAGES Senior Capstone Experience","NTRN","3","ThF 9:00 AM - 9:00 PM","Ronald Fry",NA
"11000","398","SAGES Senior Capstone Experience","NTRN","3","Sa 9:00 AM - 11:00 PM","Ronald Fry",NA
"11001","399","Senior Project","NTRN","3","Tu 11:30 AM - 2:15 PM","Jie Ning","3.5"
"11002","399","Senior Project","NTRN","3","Tu 6:00 PM - 8:30 PM","Kevin Flynn","5.0"
"11003","399","Senior Project","NTRN","3","W 9:00 AM - 11:45 AM","Heidi Blakeway-Phillips","3.3"
"11004","399","Senior Project","NTRN","3","M 12:00 PM - 2:45 PM","Kamlesh Mathur",NA
"11005","399","Senior Project","NTRN","3","F 11:30 AM - 2:15 PM","Alireza Kabirian",NA
"11006","399","Senior Project","NTRN","3","W 3:00 PM - 5:45 PM","Rakesh Niraj",NA
"11007","399","Senior Project","NTRN","3","M 3:00 PM - 5:45 PM","Tracey Messer","4.0"
"11008","399","Senior Project","NTRN","3","W 6:00 PM - 8:30 PM","Gregory Harmon",NA
"11009","401","Nutrition for Community and Health Care Professionals","NTRN","3","M 6:00 PM - 8:30 PM","Gregory Harmon",NA
"11010","410","Basic Oxygen &amp; Physiological Function","NTRN","3","Tu 3:00 PM - 5:45 PM","Scott Fine","4.6"
"11011","433","Advanced Human Nutrition I","NTRN","4","M 3:00 PM - 5:45 PM","Joonki Noh",NA
"11012","434","Advanced Human Nutrition II","NTRN","3","M 9:00 AM - 11:45 AM","Joonki Noh",NA
"11013","437","Nutrition Communication, Counseling and Behavior Change Strategies","NTRN","3","Tu 8:30 AM - 11:15 AM","Joonki Noh",NA
"11014","438","Dietary Supplements","NTRN","3","M 9:00 AM - 11:45 AM","Joonwoo Bae",NA
"11015","451","Food Service Systems Management","NTRN","3","M 12:00 PM - 2:45 PM","Joonwoo Bae",NA
"11016","452","Nutritional Biochemistry and Metabolism","NTRN","3","Th 8:30 AM - 11:15 AM","Lakshmi Shankar Ramachandran",NA
"11017","454","Advanced Nutrition and Metabolism: Investigative Methods","NTRN","3","Tu 3:00 PM - 5:45 PM","Lakshmi Shankar Ramachandran",NA
"11018","455","Molecular Nutrition","NTRN","3","Tu 11:30 AM - 2:15 PM","Lakshmi Shankar Ramachandran",NA
"11019","456","Pediatric Obesity","NTRN","3","F 9:00 AM - 11:15 AM","Donald Schilling",NA
"11020","459","Diabetes Prevention and Management","NTRN","3","F 9:00 AM - 11:15 AM","Jose Olavarria Baeza",NA
"11021","460","Sports Nutrition","NTRN","3","F 9:00 AM - 11:15 AM","Donald Schilling",NA
"11022","517","Seminar in Dietetics II","NTRN","3","F 9:00 AM - 11:15 AM","Jose Olavarria Baeza",NA
"11023","530","Public Health Nutrition","NTRN","3","F 9:00 AM - 11:15 AM","Donald Schilling",NA
"11024","531","Public Health Nutrition Field Experience","NTRN","6","F 9:00 AM - 11:15 AM","Jose Olavarria Baeza",NA
"11025","532C","Specialized Public Health Nutrition Field Experience","NTRN","3","F 9:00 AM - 11:15 AM","Donald Schilling",NA
"11026","533","Nutritional Care of Neonate","NTRN","3","F 9:00 AM - 11:15 AM","Jose Olavarria Baeza",NA
"11027","534","Advanced Public Health Nutrition Field Experience","NTRN","6","F 12:00 PM - 2:15 PM","Donald Schilling",NA
"11028","561","Investigative Methods in Nutrition","NTRN","4","F 12:00 PM - 2:15 PM","Jose Olavarria Baeza",NA
"11029","561","Investigative Methods in Nutrition","NTRN","4","F 12:00 PM - 2:15 PM","Donald Schilling",NA
"11030","561","Investigative Methods in Nutrition","NTRN","4","F 12:00 PM - 2:15 PM","Jose Olavarria Baeza",NA
"11031","561","Investigative Methods in Nutrition","NTRN","4","TBA ","Gregory Harmon,Lakshmi Balasubramanyan",NA
"11032","561","Investigative Methods in Nutrition","NTRN","4","Th 11:30 AM - 2:15 PM","Joonwoo Bae",NA
"11033","561","Investigative Methods in Nutrition","NTRN","4","Th 3:00 PM - 5:45 PM","Joonwoo Bae",NA
"11034","561","Investigative Methods in Nutrition","NTRN","4","W 3:00 PM - 5:45 PM","Lakshmi Balasubramanyan","2.6"
"11035","561","Investigative Methods in Nutrition","NTRN","4","Th 6:00 PM - 8:30 PM","Alireza Kabirian",NA
"11036","561","Investigative Methods in Nutrition","NTRN","4","Th 6:00 PM - 8:30 PM","Alireza Kabirian",NA
"11037","561","Investigative Methods in Nutrition","NTRN","4","Tu 6:00 PM - 8:30 PM","Amra Rausche","4.0"
"11038","561","Investigative Methods in Nutrition","NTRN","4","W 6:00 PM - 8:30 PM","Robert Kenney",NA
"11039","562","Research Practicum","NTRN","4","M 9:00 AM - 11:45 AM","Michael Goulder",NA
"11040","601","Special Problems","NTRN","18","W 12:00 PM - 2:45 PM","Kamlesh Mathur",NA
"11041","601","Special Problems","NTRN","18","F 3:00 PM - 5:45 PM","Alireza Kabirian",NA
"11042","601","Special Problems","NTRN","18","M 3:00 PM - 5:45 PM","Tracey Messer","4.0"
"11043","601","Special Problems","NTRN","18","TBA ","Clifford Harding,Derek Abbott",NA
"11044","601","Special Problems","NTRN","18","TBA ","Staff",NA
"11045","601","Special Problems","NTRN","18","TBA ","Staff",NA
"11046","601","Special Problems","NTRN","18","TBA ","Staff",NA
"11047","601","Special Problems","NTRN","18","TBA ","Staff",NA
"11048","601","Special Problems","NTRN","18","TBA ","Heidi Ruby-Kushious",NA
"11049","601","Special Problems","NTRN","18","TBA ","Stephen Sims",NA
"11050","602","Special Project in Nutrition","NTRN","3","TBA ","Gerardo Teissonniere",NA
"11051","602","Special Project in Nutrition","NTRN","3","TBA ","Carol Ruzicka",NA
"11052","602","Special Project in Nutrition","NTRN","3","TBA ","Sean Schulze",NA
"11053","610","Oxygen and Physiological Function","NTRN","1","TBA ","Denise Howell",NA
"11054","701","Dissertation Ph.D.","NTRN","9","TBA ","Staff",NA
"11055","701","Dissertation Ph.D.","NTRN","9","TBA ","Lisa Nelson",NA
"11056","701","Dissertation Ph.D.","NTRN","9","TBA ","Staff",NA
"11057","701","Dissertation Ph.D.","NTRN","9","TBA ","Staff",NA
"11058","701","Dissertation Ph.D.","NTRN","9","TBA ","Don Better",NA
"11059","701","Dissertation Ph.D.","NTRN","9","TBA ","Staff",NA
"11060","460","Advanced Principles of Anesthesia 1","NUAN","3","TBA ","Daniel Gilbert",NA
"11061","551A","Nurse Anesthesia: Advanced Practice IA","NUAN","2","TBA ","Staff",NA
"11062","402","Common and Acute Health Problems of Children for Nursing Education","NUED","3","TBA ","Staff",NA
"11063","419","Family Health Nursing: Health of Adults and Older Adults","NUED","3","TBA ","Staff",NA
"11064","432","Common &amp; Acute Health Problems of the Adult and Older Adult","NUED","3","TBA ","Staff",NA
"11065","443","Acute Health Problems of Adults and Older Adults","NUED","4","TBA ","Staff",NA
"11066","443","Acute Health Problems of Adults and Older Adults","NUED","4","TBA ","Staff",NA
"11067","455","The Childbearing Family","NUED","2","TBA ","Gregory Banaszak",NA
"11068","509","Curriculum and Instruction","NUED","3","TBA ","Staff",NA
"11069","609","Theoretical Foundations of Educational Testing and Evaluation","NUED","2","TBA ","Alyssa Paul",NA
"11070","405","Pathophysiology for the Advanced Generalist Nurse","NUMN","3","TBA ","Staff",NA
"11071","406","Nursing Care of Older Adults in Health and Illness","NUMN","2.5","TBA ","Don Better",NA
"11072","406","Nursing Care of Older Adults in Health and Illness","NUMN","2.5","TBA ","Alyssa Paul",NA
"11073","407","Acute Care Nursing of the Adult","NUMN","8.5","TBA ","Gregory Banaszak",NA
"11074","407","Acute Care Nursing of the Adult","NUMN","8.5","TBA ","Mark Demio",NA
"11075","407","Acute Care Nursing of the Adult","NUMN","8.5","TBA ","Kathleen Horvath","4.3"
"11076","409","Advanced Generalist: Health Policy, Advocacy, and Economics","NUMN","1.5","TBA ","Heidi Ruby-Kushious",NA
"11077","418","Intro to Critical Care Nursing","NUMN","6","TBA ","Gerardo Teissonniere",NA
"11078","418","Intro to Critical Care Nursing","NUMN","6","TBA ","Stephen Sims",NA
"11079","418","Intro to Critical Care Nursing","NUMN","6","TBA ","Paul Ferguson","3.3"
"11080","419","Advanced Generalist Nurse Leadership","NUMN","2.5","TBA ","Carol Ruzicka",NA
"11081","420","Clinical Immersion","NUMN","1","TBA ","Loren Toplitz",NA
"11082","450","Applied Statistics","NUND","3","TBA ","Meghan Guegold",NA
"11083","504","Theories for Nursing Practice and Scholarship","NUND","3","TBA ","Matthew Larson",NA
"11084","506","Leadership in Organizations and Systems","NUND","3","TBA ","Ryan Scherber","5.0"
"11085","507","Management in Advanced Nursing Practice","NUND","3","TBA ","Lisa Nelson",NA
"11086","508","Health Care Policy and Planning","NUND","3","TBA ","Bryan Dumm",NA
"11087","509","Curriculum and Instruction","NUND","3","TBA ","Staff",NA
"11088","510","Application of Health Information Technology and Systems","NUND","1","TBA ","Dean Southern",NA
"11089","540","Practice Focused Inquiry I","NUND","3","TBA ","Staff",NA
"11090","541","Practice-Focused Inquiry II","NUND","3","TBA ","Cynthia Watson",NA
"11091","607","Advanced Leadership and Management in Healthcare","NUND","2","TBA ","Daniel Gilbert",NA
"11092","609","Theoretical Foundations of Educational Testing and Evaluation","NUND","2","TBA ","Alyssa Paul",NA
"11093","610","Translating Evidence into Nursing Practice","NUND","3","TBA ","Derek Nishimura",NA
"11094","611","Practicum","NUND","2","TBA ","Olga Radosavljevich",NA
"11095","611","Practicum","NUND","2","TBA ","Todd Wilson",NA
"11096","611","Practicum","NUND","2","TBA ","Don Better",NA
"11097","611","Practicum","NUND","2","TBA ","Denise Howell",NA
"11098","611","Practicum","NUND","2","TBA ","Caryl Guinn",NA
"11099","611","Practicum","NUND","2","TBA ","Staff",NA
"11100","611","Practicum","NUND","2","TBA ","Alyssa Paul",NA
"11101","611","Practicum","NUND","2","TBA ","Lisa Nelson",NA
"11102","611","Practicum","NUND","2","TBA ","Dean Southern",NA
"11103","611","Practicum","NUND","2","TBA ","Cynthia Watson",NA
"11104","611","Practicum","NUND","2","TBA ","Denise Howell",NA
"11105","611","Practicum","NUND","2","TBA ","Gerardo Teissonniere",NA
"11106","611","Practicum","NUND","2","TBA ","Heidi Ruby-Kushious",NA
"11107","611","Practicum","NUND","2","TBA ","Don Better",NA
"11108","611","Practicum","NUND","2","TBA ","Caryl Guinn",NA
"11109","611","Practicum","NUND","2","TBA ","Paul Ferguson","3.3"
"11110","611","Practicum","NUND","2","TBA ","Don Better",NA
"11111","611","Practicum","NUND","2","TBA ","Loren Toplitz",NA
"11112","611","Practicum","NUND","2","TBA ","Derek Nishimura",NA
"11113","611","Practicum","NUND","2","TBA ","Stephen Sims",NA
"11114","611","Practicum","NUND","2","TBA ","Don Better",NA
"11115","611","Practicum","NUND","2","TBA ","Don Better",NA
"11116","611","Practicum","NUND","2","TBA ","Matthew Larson",NA
"11117","611","Practicum","NUND","2","TBA ","Lewis Bennett",NA
"11118","611","Practicum","NUND","2","TBA ","Sean Schulze",NA
"11119","611","Practicum","NUND","2","TBA ","Daniel Gilbert",NA
"11120","611","Practicum","NUND","2","TBA ","Alexander Cooke","4.0"
"11121","611","Practicum","NUND","2","TBA ","Carol Ruzicka",NA
"11122","611","Practicum","NUND","2","TBA ","Ida Mercer",NA
"11123","611","Practicum","NUND","2","TBA ","Gregory Banaszak",NA
"11124","615","Teaching Practicum","NUND","6","TBA ","Staff",NA
"11125","619","Proposal Development","NUND","2","TBA ","Todd Wilson",NA
"11126","619","Proposal Development","NUND","2","TBA ","Kathleen Horvath","4.3"
"11127","619","Proposal Development","NUND","2","TBA ","Mark Demio",NA
"11128","619","Proposal Development","NUND","2","TBA ","Shuai Wang",NA
"11129","619","Proposal Development","NUND","2","TBA ","Bryan Dumm",NA
"11130","619","Proposal Development","NUND","2","TBA ","Meghan Guegold",NA
"11131","619","Proposal Development","NUND","2","TBA ","Matthew Larson",NA
"11132","619","Proposal Development","NUND","2","TBA ","Ryan Scherber","5.0"
"11133","619","Proposal Development","NUND","2","TBA ","Paul Ferguson","3.3"
"11134","619","Proposal Development","NUND","2","TBA ","Kathie Stewart",NA
"11135","619","Proposal Development","NUND","2","TBA ","Paul Ferguson","3.3"
"11136","619","Proposal Development","NUND","2","TBA ","Gerardo Teissonniere",NA
"11137","619","Proposal Development","NUND","2","TBA ","Mary Schiller",NA
"11138","619","Proposal Development","NUND","2","TBA ","Matthew Larson",NA
"11139","619","Proposal Development","NUND","2","TBA ","Staff",NA
"11140","619","Proposal Development","NUND","2","TBA ","Denise Howell",NA
"11141","619","Proposal Development","NUND","2","TBA ","Stephen Sims",NA
"11142","619","Proposal Development","NUND","2","TBA ","Carol Ruzicka",NA
"11143","619","Proposal Development","NUND","2","TBA ","Lisa Nelson",NA
"11144","619","Proposal Development","NUND","2","TBA ","Bryan Dumm",NA
"11145","619","Proposal Development","NUND","2","TBA ","Kathleen Horvath","4.3"
"11146","619","Proposal Development","NUND","2","TBA ","Don Better",NA
"11147","619","Proposal Development","NUND","2","TBA ","Staff",NA
"11148","619","Proposal Development","NUND","2","TBA ","Meghan Guegold",NA
"11149","619","Proposal Development","NUND","2","TBA ","Staff",NA
"11150","619","Proposal Development","NUND","2","TBA ","Ryan Scherber","5.0"
"11151","619","Proposal Development","NUND","2","TBA ","Gregory Banaszak",NA
